Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-54897404,Nancy,Lindsey,Female,Ohio,Cincinnati,Bachelor,19/12/1973,3/4/2024,,Marketing,Marketing Coordinator,"$55,004.00",Good
00-85507244,Rebecca,Romero,Male,New York,Buffalo,High School,28/11/1975,23/08/2020,,Operations,Inventory Specialist,"$63,837.00",Satisfactory
00-53389587,Amy,Jones,Female,New York,Buffalo,High School,15/07/2000,29/07/2023,,Customer Service,Support Specialist,"$59,285.00",Good
00-32950147,Andrea,Morgan,Male,Michigan,Warren,High School,31/07/1976,27/07/2020,,Customer Service,Help Desk Technician,"$72,164.00",Satisfactory
00-66840903,Clayton,Green,Male,New York,New York City,Bachelor,8/10/1984,2/8/2018,,Customer Service,Help Desk Technician,"$75,418.00",Satisfactory
00-40996935,Derek,White,Male,New York,New York City,Bachelor,13/10/1988,15/06/2024,,Operations,Inventory Specialist,"$66,352.00",Good
00-34049258,Tracy,Massey,Female,Pennsylvania,Philadelphia,Master,22/11/1962,24/02/2023,,Sales,Sales Consultant,"$92,284.00",Excellent
00-71414425,Leah,Walker,Male,New York,Rochester,Bachelor,5/12/1986,5/9/2018,,Operations,Operations Analyst,"$59,333.00",Needs Improvement
00-20433775,Christopher,Hernandez,Female,New York,Rochester,High School,2/10/1988,21/06/2017,,Operations,Inventory Specialist,"$56,471.00",Excellent
00-89971987,Charles,Le,Female,New York,Rochester,Master,27/10/1971,31/07/2016,,IT,System Administrator,"$81,910.00",Satisfactory
00-22191547,Christopher,Wolf,Female,New York,New York City,Bachelor,31/08/1971,28/06/2023,,IT,Software Developer,"$91,946.00",Excellent
00-83917832,Franklin,Hill,Male,Illinois,Naperville,High School,4/7/1989,26/11/2015,,HR,Recruiter,"$65,837.00",Excellent
00-32581930,Matthew,Johnson,Female,North Carolina,Charlotte,Bachelor,19/08/1994,5/1/2016,,Operations,Inventory Specialist,"$59,879.00",Satisfactory
00-98617690,Kimberly,Rowe,Male,New York,Buffalo,Bachelor,5/10/1993,26/09/2017,,Sales,Sales Representative,"$79,832.00",Good
00-26709159,Andrew,Pacheco,Male,New York,Rochester,Master,6/9/1982,12/1/2020,,Operations,Operations Analyst,"$71,805.00",Needs Improvement
00-10573904,Christopher,Martin,Male,New York,New York City,Bachelor,31/01/1989,16/10/2022,,Operations,Logistics Coordinator,"$69,563.00",Excellent
00-68214906,Lindsey,Willis,Male,New York,Rochester,Bachelor,4/3/1961,2/2/2016,,Operations,Logistics Coordinator,"$62,660.00",Good
00-68590128,Hailey,Castillo,Male,New York,New York City,Bachelor,26/01/1991,9/11/2017,,Operations,Logistics Coordinator,"$58,651.00",Excellent
00-83851704,Corey,Bowers,Male,North Carolina,Raleigh,Master,30/11/1971,28/07/2020,,Sales,Sales Specialist,"$64,893.00",Satisfactory
00-52003082,Deborah,Brown,Male,Illinois,Aurora,High School,22/09/2003,1/9/2020,,Operations,Inventory Specialist,"$64,664.00",Satisfactory
00-73142083,Kaitlyn,Jacobs,Male,North Carolina,Charlotte,High School,30/06/1995,7/10/2017,,Marketing,SEO Specialist,"$62,110.00",Satisfactory
00-61233557,Edward,Gomez,Male,New York,New York City,Master,24/10/1999,27/05/2020,,IT,System Administrator,"$70,467.00",Good
00-16757047,Emily,Norton,Male,Ohio,Columbus,High School,18/12/1966,15/07/2022,,IT,IT Support Specialist,"$69,983.00",Needs Improvement
00-74256765,Debbie,Goodwin,Male,New York,New York City,Master,29/09/1988,11/4/2020,,Customer Service,Customer Service Manager,"$94,983.00",Good
00-38983946,Erik,Gardner,Female,Pennsylvania,Pittsburgh,Bachelor,30/04/1979,27/02/2016,,Finance,Financial Analyst,"$92,763.00",Satisfactory
00-30746464,Caroline,Ray,Female,New York,Buffalo,High School,31/01/1993,4/7/2020,,Customer Service,Help Desk Technician,"$65,430.00",Needs Improvement
00-33136216,Justin,Boyd,Male,New York,Buffalo,Bachelor,17/10/2002,26/10/2023,,Operations,Logistics Coordinator,"$60,387.00",Satisfactory
00-51740604,Chase,Thompson,Female,New York,Buffalo,Master,22/11/1997,24/10/2023,,IT,Software Developer,"$97,996.00",Good
00-78976320,Keith,Howell,Female,Michigan,Warren,Bachelor,16/08/1990,17/01/2017,,Marketing,Marketing Coordinator,"$56,935.00",Good
00-73991263,Lee,Harrison,Female,Michigan,Warren,Bachelor,20/01/1989,16/07/2017,,Sales,Sales Consultant,"$73,049.00",Satisfactory
00-83980790,Ryan,Johnson,Female,Pennsylvania,Philadelphia,High School,7/2/1960,21/08/2017,,Customer Service,Support Specialist,"$64,013.00",Good
00-27107502,Brandon,Stanley,Female,North Carolina,Greensboro,Bachelor,23/09/1995,11/12/2021,,Operations,Logistics Coordinator,"$59,931.00",Excellent
00-98917279,John,Reed,Male,New York,New York City,Bachelor,22/07/1987,12/5/2024,,Sales,Sales Consultant,"$102,033.00",Needs Improvement
00-21902499,Christopher,Ramsey,Female,New York,Rochester,High School,25/08/1973,17/04/2017,,Marketing,Content Creator,"$59,307.00",Good
00-97890289,Alyssa,Sullivan,Male,New York,New York City,Bachelor,23/04/1980,7/8/2017,,Finance,Accounts Payable Specialist,"$65,547.00",Excellent
00-80450969,David,Gutierrez,Female,New York,New York City,Bachelor,20/07/1973,6/11/2022,,Marketing,Content Creator,"$61,936.00",Good
00-58305167,Joseph,Perez,Male,West Virginia,Huntington,Bachelor,19/12/1990,4/5/2020,,IT,IT Support Specialist,"$61,406.00",Good
00-11370078,Mike,Williams,Female,New York,Buffalo,Bachelor,14/10/1982,1/5/2022,,Operations,Inventory Specialist,"$57,349.00",Good
00-11750973,Lorraine,Glover,Male,New York,New York City,Master,16/10/1998,25/05/2016,,Sales,Sales Consultant,"$88,200.00",Good
00-16805868,Jessica,Tran,Male,North Carolina,Greensboro,Master,7/10/1989,16/01/2017,,IT,Software Developer,"$92,883.00",Satisfactory
00-30034371,Colleen,Brown,Male,New York,Buffalo,Bachelor,25/12/1986,22/03/2017,,Customer Service,Support Specialist,"$61,779.00",Needs Improvement
00-68909058,John,Guzman,Female,New York,Buffalo,Bachelor,31/05/1960,26/08/2020,,Sales,Sales Representative,"$67,120.00",Needs Improvement
00-23856023,Angela,Montgomery,Male,New York,New York City,Bachelor,13/04/1965,2/11/2017,,Sales,Sales Consultant,"$90,877.00",Satisfactory
00-15560483,Yolanda,Barton,Female,New York,New York City,Master,21/03/1980,30/10/2023,,IT,System Administrator,"$93,632.00",Good
00-22554330,Daisy,Mays,Male,New York,Rochester,High School,10/2/1994,26/12/2019,,Customer Service,Help Desk Technician,"$75,115.00",Good
00-44019584,Alicia,Martinez,Female,New York,Buffalo,Bachelor,12/3/1987,24/01/2019,,Operations,Logistics Coordinator,"$60,168.00",Satisfactory
00-17709617,Joseph,Williams,Male,New York,New York City,Bachelor,6/1/1968,17/02/2018,,HR,Recruiter,"$71,071.00",Satisfactory
00-69051822,Michelle,King,Female,North Carolina,Greensboro,Master,26/03/1994,25/07/2019,,Operations,Operations Analyst,"$73,554.00",Good
00-88458610,David,Peters,Female,New York,Rochester,Bachelor,14/04/1995,24/07/2016,,Marketing,Marketing Coordinator,"$54,993.00",Good
00-27719312,Joanna,Green,Female,New York,Rochester,PhD,5/10/1981,12/10/2022,,Sales,Sales Consultant,"$102,116.00",Satisfactory
00-97477918,Jonathan,Vincent,Female,New York,New York City,High School,29/11/1961,10/3/2017,,HR,HR Assistant,"$56,743.00",Satisfactory
00-65795728,Amy,Wells,Male,New York,Buffalo,High School,10/3/1996,8/12/2022,,IT,IT Support Specialist,"$60,838.00",Needs Improvement
00-19935807,Sarah,Black,Female,New York,Rochester,Bachelor,12/1/1996,27/05/2019,,Sales,Sales Representative,"$58,828.00",Good
00-91620278,Jennifer,Lopez,Female,New York,Buffalo,High School,19/09/1972,9/9/2015,,Marketing,Content Creator,"$57,484.00",Good
00-81254303,Caleb,Adams,Male,New York,Rochester,High School,13/04/1975,2/3/2017,,Customer Service,Customer Service Representative,"$66,419.00",Good
00-43278142,Emily,Thomas,Female,New York,Buffalo,Master,30/11/1999,5/6/2023,,Operations,Operations Analyst,"$80,829.00",Satisfactory
00-47031436,Christine,Phillips,Male,New York,Buffalo,PhD,12/10/1982,7/3/2016,,Sales,Sales Consultant,"$80,794.00",Satisfactory
00-31770432,Aimee,Brewer,Female,New York,Rochester,Bachelor,20/05/1997,17/09/2017,,IT,IT Support Specialist,"$56,000.00",Needs Improvement
00-37249427,Jessica,Russell,Male,Michigan,Detroit,Bachelor,5/12/1976,2/3/2024,,HR,Recruiter,"$71,162.00",Good
00-11877988,Andrew,Suarez,Female,New York,Rochester,Bachelor,1/7/1997,20/10/2020,,Finance,Accounts Payable Specialist,"$58,859.00",Satisfactory
00-84783439,Jennifer,Richardson,Male,New York,Rochester,Bachelor,2/2/1988,9/10/2023,,Operations,Operations Analyst,"$90,679.00",Satisfactory
00-62781957,Megan,Jordan,Male,Virginia,Norfolk,PhD,30/10/1962,10/2/2019,,Sales,Sales Specialist,"$76,346.00",Excellent
00-41389215,Kyle,Osborne,Male,New York,Buffalo,Bachelor,28/10/1992,1/2/2022,,Operations,Logistics Coordinator,"$62,261.00",Needs Improvement
00-86548120,Steven,Williams,Male,New York,Buffalo,Bachelor,11/6/2003,31/05/2020,,Operations,Logistics Coordinator,"$67,675.00",Satisfactory
00-58542593,Kelly,Hendrix,Female,New York,Rochester,Bachelor,24/07/1960,31/05/2016,,Customer Service,Support Specialist,"$63,700.00",Good
00-44190049,Eric,Shah,Female,New York,Buffalo,Bachelor,25/03/1984,26/05/2018,,Finance,Accountant,"$74,203.00",Good
00-67912960,Katherine,Cline,Female,Pennsylvania,Philadelphia,Bachelor,7/5/1976,17/01/2019,,Operations,Logistics Coordinator,"$60,934.00",Good
00-51093383,Jacob,Kramer,Female,New York,New York City,Bachelor,13/05/1981,8/10/2021,,IT,IT Support Specialist,"$55,594.00",Excellent
00-40161371,Emma,Morgan,Male,New York,New York City,PhD,17/12/1965,22/09/2020,,Finance,Finance Manager,"$111,874.00",Satisfactory
00-50574135,Jacob,Lee,Male,New York,Rochester,Bachelor,21/03/1993,3/12/2021,,IT,System Administrator,"$88,752.00",Satisfactory
00-70883220,Rhonda,Johnson,Male,New York,Rochester,Bachelor,12/5/1992,2/2/2017,,Operations,Operations Analyst,"$66,257.00",Satisfactory
00-28077736,Terry,Parker,Male,New York,Buffalo,High School,3/9/1992,4/11/2019,,Customer Service,Help Desk Technician,"$85,570.00",Good
00-49663715,Joshua,Roberts,Male,New York,New York City,Master,23/01/1989,11/8/2024,,Sales,Sales Specialist,"$77,814.00",Excellent
00-65154850,Susan,Moreno,Female,New York,Rochester,Master,28/01/1982,22/12/2022,,IT,Software Developer,"$92,731.00",Needs Improvement
00-97851680,Samantha,Ingram,Female,Michigan,Detroit,Bachelor,9/7/1974,10/10/2020,,Sales,Sales Consultant,"$97,871.00",Good
00-30307891,Daniel,Allen,Male,Illinois,Naperville,PhD,22/03/1995,27/09/2016,,Sales,Sales Specialist,"$82,781.00",Satisfactory
00-78885653,Vincent,White,Male,New York,Rochester,Bachelor,8/8/1974,17/04/2021,,Customer Service,Support Specialist,"$63,328.00",Good
00-76168307,Martin,Compton,Male,New York,Rochester,High School,31/10/1988,29/06/2024,,Customer Service,Customer Service Representative,"$56,947.00",Needs Improvement
00-92906190,Chelsea,Terry,Female,New York,Buffalo,Bachelor,29/07/1978,18/09/2016,,Customer Service,Help Desk Technician,"$80,302.00",Satisfactory
00-29799652,Haley,Johnson,Male,New York,Buffalo,Bachelor,25/08/2000,24/09/2021,,Operations,Logistics Coordinator,"$59,925.00",Good
00-21359569,Danielle,Kaiser,Male,New York,New York City,High School,15/08/1991,24/04/2022,,IT,IT Support Specialist,"$60,475.00",Good
00-61038473,John,Hendricks,Male,Michigan,Detroit,Bachelor,9/3/1994,23/03/2017,,Customer Service,Customer Service Representative,"$62,247.00",Good
00-55477727,Tara,Holloway,Male,Ohio,Columbus,Bachelor,5/3/2004,17/03/2023,,Sales,Sales Representative,"$80,499.00",Satisfactory
00-47813626,Maria,Scott,Female,New York,Buffalo,Master,3/2/2001,2/5/2024,,Sales,Sales Consultant,"$76,091.00",Good
00-99484361,Nicole,Martinez,Female,New York,New York City,Bachelor,25/03/1972,9/10/2016,,Customer Service,Support Specialist,"$56,918.00",Satisfactory
00-40187291,Jeffrey,Thomas,Male,New York,Rochester,Bachelor,27/01/1964,9/2/2017,,Operations,Operations Analyst,"$72,773.00",Good
00-14661983,Christopher,Dawson,Male,New York,Rochester,High School,19/09/1993,26/06/2023,,Operations,Inventory Specialist,"$61,150.00",Satisfactory
00-20560999,Alicia,Griffith,Male,New York,New York City,Bachelor,13/11/1994,2/11/2022,,Sales,Sales Consultant,"$84,203.00",Excellent
00-99719331,David,Williams,Female,New York,Rochester,Master,26/05/1973,18/03/2020,,Sales,Sales Consultant,"$89,255.00",Excellent
00-60178914,John,Davis,Female,Michigan,Detroit,Bachelor,18/09/1972,20/09/2024,,Sales,Sales Representative,"$62,789.00",Satisfactory
00-72666858,James,Robinson,Female,New York,Rochester,Bachelor,1/6/1997,7/6/2023,,Operations,Logistics Coordinator,"$53,101.00",Satisfactory
00-85660611,Dawn,Key,Male,New York,Buffalo,Bachelor,21/11/1995,16/01/2022,,IT,Software Developer,"$112,490.00",Good
00-70871955,Nicole,Bond,Female,New York,Buffalo,High School,3/7/1961,8/10/2019,,Customer Service,Help Desk Technician,"$82,968.00",Good
00-46004061,Chase,Miller,Male,Michigan,Grand Rapids,Bachelor,30/08/1991,19/10/2022,,Operations,Operations Analyst,"$75,779.00",Satisfactory
00-36758764,Cheryl,Wagner,Female,Michigan,Detroit,Bachelor,27/10/1975,22/10/2018,,Operations,Inventory Specialist,"$64,557.00",Needs Improvement
00-59757038,Suzanne,Esparza,Female,New York,New York City,Bachelor,2/4/1984,7/2/2020,,Customer Service,Support Specialist,"$55,535.00",Satisfactory
00-61896522,Steven,Mason,Male,New York,New York City,Bachelor,10/1/1992,7/6/2024,,Operations,Logistics Coordinator,"$67,368.00",Satisfactory
00-77483298,Kimberly,Cortez,Female,Michigan,Detroit,High School,13/11/1995,23/07/2018,,Marketing,SEO Specialist,"$84,604.00",Excellent
00-38000735,Patricia,Smith,Female,New York,Buffalo,Bachelor,26/01/1970,13/03/2023,,Operations,Logistics Coordinator,"$62,932.00",Excellent
00-33767704,Jason,Johnson,Male,Pennsylvania,Pittsburgh,Bachelor,27/02/1962,11/11/2018,,Marketing,Marketing Coordinator,"$66,032.00",Good
00-81871771,Anthony,Rodriguez,Male,Illinois,Naperville,Bachelor,1/7/1993,30/10/2022,,Sales,Sales Representative,"$76,863.00",Good
00-54565710,Robert,Dunn,Male,New York,New York City,High School,31/08/1990,21/11/2024,,Marketing,Content Creator,"$61,938.00",Satisfactory
00-78188722,Carla,Glass,Male,New York,Rochester,Bachelor,4/3/1977,4/4/2016,,IT,Software Developer,"$107,107.00",Needs Improvement
00-63566423,Haley,Cook,Female,North Carolina,Raleigh,High School,2/12/1975,4/9/2020,,Operations,Inventory Specialist,"$54,476.00",Good
00-59823728,Jacqueline,Baker,Male,Michigan,Grand Rapids,Bachelor,8/2/1996,20/04/2020,,Marketing,Content Creator,"$64,402.00",Excellent
00-69952950,Mackenzie,Carlson,Female,New York,New York City,Bachelor,9/1/1983,9/10/2017,,Operations,Logistics Coordinator,"$56,886.00",Satisfactory
00-70827518,Rebecca,Rangel,Female,Michigan,Grand Rapids,High School,30/11/1985,9/12/2023,,Customer Service,Customer Service Representative,"$62,431.00",Satisfactory
00-42158208,Christine,Lewis,Female,Ohio,Cincinnati,High School,28/02/1974,23/05/2018,,Customer Service,Support Specialist,"$61,701.00",Good
00-25926737,Chelsea,Reed,Male,New York,New York City,Bachelor,4/4/1974,11/12/2017,,Operations,Logistics Coordinator,"$62,805.00",Satisfactory
00-48374892,Brian,Collins,Female,Illinois,Chicago,Master,2/4/1984,28/01/2016,,IT,System Administrator,"$88,644.00",Needs Improvement
00-97330798,Lindsey,Pitts,Male,New York,New York City,Bachelor,8/4/1985,5/9/2020,,IT,System Administrator,"$109,933.00",Satisfactory
00-31127637,Kelsey,Mitchell,Male,North Carolina,Charlotte,Bachelor,18/02/1997,28/07/2024,,Operations,Logistics Coordinator,"$59,383.00",Satisfactory
00-52511436,Kelly,Hall,Female,New York,New York City,Bachelor,28/08/1986,25/07/2023,,Marketing,Content Creator,"$53,071.00",Needs Improvement
00-17494253,Thomas,Massey,Female,Virginia,Norfolk,High School,14/09/1998,16/08/2019,,Operations,Inventory Specialist,"$58,614.00",Good
00-98286472,Donald,Shea,Female,New York,New York City,Master,12/7/1963,17/03/2023,,Sales,Sales Consultant,"$94,095.00",Good
00-12425579,George,Sharp,Female,New York,Buffalo,High School,26/12/1974,25/03/2015,,Customer Service,Customer Service Representative,"$62,804.00",Needs Improvement
00-26372136,Catherine,Wagner,Male,New York,Buffalo,Bachelor,7/10/1959,29/01/2020,,Sales,Sales Representative,"$71,027.00",Excellent
00-57817462,John,Hill,Male,New York,Rochester,High School,26/02/1982,11/5/2024,,Operations,Inventory Specialist,"$62,786.00",Good
00-20656998,Robert,Davis,Male,New York,Rochester,High School,26/09/1980,29/12/2018,,Customer Service,Support Specialist,"$57,351.00",Good
00-22398776,Benjamin,Reese,Female,New York,New York City,Bachelor,2/1/1961,10/10/2024,,Sales,Sales Consultant,"$91,353.00",Satisfactory
00-52726287,Kelly,Stone,Male,New York,New York City,High School,4/10/2001,8/6/2017,,IT,IT Support Specialist,"$59,734.00",Good
00-98307414,Shelia,Williams,Male,North Carolina,Greensboro,Bachelor,10/6/1981,23/05/2017,,Sales,Sales Specialist,"$77,037.00",Satisfactory
00-77845175,Crystal,Strickland,Male,New York,New York City,Master,12/12/1961,12/5/2023,,Sales,Sales Consultant,"$73,626.00",Good
00-97306866,John,Walls,Female,Ohio,Cleveland,Bachelor,25/02/1995,16/06/2023,,Finance,Accounts Payable Specialist,"$53,841.00",Good
00-25089913,Ryan,Gibbs,Male,North Carolina,Greensboro,Bachelor,17/08/1974,19/01/2020,,Customer Service,Help Desk Technician,"$92,110.00",Good
00-96987146,April,Davis,Male,New York,Rochester,High School,4/12/1981,16/10/2024,,Customer Service,Help Desk Technician,"$58,049.00",Excellent
00-81006112,David,Deleon,Female,Michigan,Detroit,Bachelor,24/05/1975,7/1/2019,,Finance,Financial Analyst,"$72,747.00",Good
00-29808913,Sheila,Acevedo,Male,New York,New York City,Master,12/9/1992,6/12/2017,,IT,System Administrator,"$83,800.00",Good
00-70796114,Veronica,Meyer,Male,New York,Rochester,High School,16/10/1998,20/03/2017,,Operations,Inventory Specialist,"$61,894.00",Excellent
00-53474974,Michael,Sanders,Female,New York,Rochester,Bachelor,26/02/1990,24/08/2019,,IT,Software Developer,"$102,582.00",Good
00-10457051,Christopher,Pitts,Female,New York,Buffalo,Bachelor,17/03/1964,11/1/2016,,Sales,Sales Representative,"$61,979.00",Good
00-16260094,Paul,Cohen,Male,New York,New York City,Master,28/10/1994,29/01/2024,,Sales,Sales Consultant,"$76,486.00",Satisfactory
00-57930481,Luke,Mcgee,Male,New York,Buffalo,Bachelor,8/6/1965,8/2/2023,,Operations,Inventory Specialist,"$64,604.00",Excellent
00-18439853,Stephanie,Saunders,Male,Virginia,Virginia Beach,Bachelor,11/7/1998,9/4/2015,,Operations,Operations Analyst,"$87,134.00",Good
00-97117661,Priscilla,Kelly,Male,New York,New York City,Bachelor,20/11/1991,13/11/2020,,Finance,Accounts Payable Specialist,"$70,268.00",Satisfactory
00-13398022,Russell,Pierce,Male,New York,Rochester,Bachelor,3/6/1965,18/06/2024,,Operations,Inventory Specialist,"$71,055.00",Good
00-33915102,Ashley,Washington,Female,New York,Rochester,Bachelor,7/8/1978,26/11/2022,,Sales,Sales Representative,"$61,477.00",Needs Improvement
00-35005914,Todd,Hines,Male,New York,Buffalo,Bachelor,16/01/1980,8/9/2018,,Customer Service,Customer Service Representative,"$68,161.00",Good
00-36154680,Rachel,Howell,Female,Pennsylvania,Allentown,Master,10/4/1998,22/07/2016,,IT,Software Developer,"$87,646.00",Good
00-50416168,Marie,Roberts,Female,New York,Rochester,Bachelor,22/10/1959,16/01/2017,,Sales,Sales Representative,"$67,377.00",Good
00-26564869,Darrell,Torres,Female,New York,Buffalo,High School,3/7/1992,4/8/2022,,Customer Service,Help Desk Technician,"$55,674.00",Satisfactory
